FOLDERYEAR,BusinessName,BusinessTradeName,BusinessType,BusinessSubType,Address,City,LocalArea,NumberofEmployees,FeePaid
24,Cha Ca Hoang Yen Deli Ltd,,Ltd Service Food Establishment,,5338 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,3.0,653.0
24,Dueck Chevrolet Buick Cadillac GMC Limited,,Ltd Service Food Establishment,,400 SE MARINE DRIVE,Vancouver,Sunset,2.0,653.0
24,Coco et Olive Fine Foods Inc,,Ltd Service Food Establishment,,3707 MAIN ST,Vancouver,Riley Park,6.0,653.0
24,L & G Bubble Teahouse Ltd,L & G Bubble Teahouse,Ltd Service Food Establishment,,5816 FRASER ST,Vancouver,Sunset,2.0,718.0
24,Pine House Bakery,,Ltd Service Food Establishment,,2462 E HASTINGS ST,Vancouver,Hastings-Sunrise,12.0,653.0
24,Tim Hortons,Tim Hortons Restaurant,Ltd Service Food Establishment,,02 Unit 1055 W GEORGIA ST,Vancouver,Downtown,18.0,653.0
24,Caspersnoopy Enterprises Ltd,La Cuisson Cafe,Ltd Service Food Establishment,,2050 W 41ST AV,Vancouver,Kerrisdale,2.0,653.0
24,Ayoub's Dried Fruits & Nuts Inc,,Ltd Service Food Establishment,,986 DENMAN ST,Vancouver,West End,6.0,653.0
24,Hop Thi Nguyen (Hop Nguyen),Thu Hien,Ltd Service Food Establishment,,1388 KINGSWAY,Vancouver,Kensington-Cedar Cottage,8.0,653.0
24,Giant Panda Szechuan Cuisine (2005) Ltd,,Ltd Service Food Establishment,,2005 Unit 88 W PENDER ST,Vancouver,Downtown,4.0,653.0
24,Pete's Meat Inc,Pete's Meat,Ltd Service Food Establishment,,2817 ARBUTUS ST,Vancouver,Kitsilano,5.0,718.0
24,639200 BC Ltd,Studeo 55,Ltd Service Food Establishment,,202 Unit 865 HORNBY ST,Vancouver,Downtown,5.0,718.0
24,Broadway Pizza Ltd,Broadway Pizza,Ltd Service Food Establishment,,2778 W BROADWAY,Vancouver,Kitsilano,8.0,653.0
24,Truong Thanh Vietnamese Restaurant Ltd,Truong Thanh Vietnamese Restaurant,Ltd Service Food Establishment,,2096 KINGSWAY,Vancouver,Kensington-Cedar Cottage,5.0,653.0
24,Augusto Eduardo Laos (Augusto Laos),Silvestre Deli & Bistro,Ltd Service Food Establishment,,317 WATER ST,Vancouver,Downtown,6.0,653.0
24,Bento Inc,Bento Sushi,Ltd Service Food Establishment,,350 SE MARINE DRIVE,Vancouver,Sunset,3.0,653.0
24,(Atkilt Meshesha),Gojo Little Africa Ethiopian Cafe,Ltd Service Food Establishment,,2838 COMMERCIAL DRIVE,Vancouver,Kensington-Cedar Cottage,1.0,718.0
24,L'Epicerie Gourmande Canada Inc,L'Epicerie Rotisserie and Gourmet Shop,Ltd Service Food Establishment,,565 Unit 1689 JOHNSTON ST,Vancouver,Fairview,8.0,653.0
24,Dairy Queen,Dairy Queen,Ltd Service Food Establishment,,2888 MAIN ST,Vancouver,Mount Pleasant,18.0,653.0
24,Panago,Panago,Ltd Service Food Establishment,,2928 MAIN ST,Vancouver,Mount Pleasant,12.0,653.0
24,Accent Cafe & Bistro Inc,Blue Parrot Coffe Hillcrest,Ltd Service Food Establishment,,4575 CLANCY LORANGER WAY,Vancouver,Riley Park,12.0,718.0
24,Chris Richmond Pete Tuepah & Nadene Rehnby,Commercial Street Cafe,Ltd Service Food Establishment,,3599 COMMERCIAL ST,Vancouver,Kensington-Cedar Cottage,7.0,718.0
24,Jordan Keith Allan (Jordan Allan),Continental Coffee,Ltd Service Food Establishment,,4295 MAIN ST,Vancouver,Riley Park,9.0,718.0
24,Wenson Enterprises Co Ltd,Fur Elise Patisserie,Ltd Service Food Establishment,,847 HAMILTON ST,Vancouver,Downtown,6.0,653.0
24,Uncle Fatih's Pizza,Uncle Fatih's Pizza,Ltd Service Food Establishment,,477 W 8TH AV,Vancouver,Mount Pleasant,11.0,653.0
24,Cineplex Entertainment Corporation,Fifth Avenue Cinemas,Ltd Service Food Establishment,,2110 BURRARD ST,Vancouver,Fairview,33.0,653.0
24,Linda Thanh-Thanh Vo (Linda Vo),Lu Quan,Ltd Service Food Establishment,,1279 KINGSWAY,Vancouver,Kensington-Cedar Cottage,1.0,653.0
24,Global Atomic Designs Inc,,Ltd Service Food Establishment,,1144 MAINLAND ST,Vancouver,Downtown,3.0,653.0
24,Body Energy Club,Body Energy Club,Ltd Service Food Establishment,,428 ROBSON ST,Vancouver,Downtown,15.0,653.0
24,SY Holding Ltd,SY Farm Market,Ltd Service Food Establishment,,2438 E HASTINGS ST,Vancouver,Hastings-Sunrise,7.0,718.0
24,Phap Uyen Veggie Deli Ltd,,Ltd Service Food Establishment,,3195 KINGSWAY,Vancouver,Renfrew-Collingwood,4.0,653.0
24,Calvin Herbert Klein (Calvin Klein),Just Waffles,Ltd Service Food Establishment,,3531 E HASTINGS ST,Vancouver,Hastings-Sunrise,1.0,653.0
24,Rewind Coffee Company Inc,Platform 7,Ltd Service Food Establishment,,2331 E HASTINGS ST,Vancouver,Grandview-Woodland,6.0,653.0
24,Saaqui Enterprises Ltd,Hot Pie Pizza,Ltd Service Food Establishment,,4 POWELL ST,Vancouver,Downtown,2.0,726.0
24,Thanh Hong Duong (Thanh Duong),Mr. Red Cafe,Ltd Service Food Establishment,,2129 E HASTINGS ST,Vancouver,Grandview-Woodland,4.0,653.0
24,0967124 BC Ltd,My Toan Vietnamese Gourmet,Ltd Service Food Establishment,,FC14 Unit 555 W HASTINGS ST,Vancouver,Downtown,2.0,653.0
24,Joojak Restaurant Ltd,,Ltd Service Food Establishment,,2 Unit 3337 KINGSWAY,Vancouver,Renfrew-Collingwood,5.0,653.0
24,Le Viet Cuisine Ltd,,Ltd Service Food Establishment,,238 Unit 1055 W GEORGIA ST,Vancouver,Downtown,4.0,653.0
24,JDPC Operations Inc,Umi Sushi Express,Ltd Service Food Establishment,,FC-03B Unit 701 W GEORGIA ST,Vancouver,Downtown,7.0,653.0
24,K Cafe,WKF Cafe,Ltd Service Food Establishment,,2533 HEATHER ST,Vancouver,Fairview,2.0,653.0
24,Good Happens Food Inc,Purebread,Ltd Service Food Establishment,,159 W HASTINGS ST,Vancouver,Downtown,5.0,653.0
24,Bibiko Inc,,Ltd Service Food Establishment,,4 Unit 530 HORNBY ST,Vancouver,Downtown,3.0,653.0
24,A Bosa & Co Ltd,,Ltd Service Food Establishment,,562 Victoria Dr,Vancouver,Grandview-Woodland,30.0,653.0
24,World Mosaic (BC) Ltd,Goodge Place,Ltd Service Food Establishment,,1523 W 8TH AV,Vancouver,Fairview,5.0,718.0
24,1015163 BC Ltd,Falafal King,Ltd Service Food Establishment,,516 ROBSON ST,Vancouver,Downtown,1.0,718.0
24,(Manabu Takayama),Vegan Pudding & Co.,Ltd Service Food Establishment,,101 Unit 422 RICHARDS ST,Vancouver,Downtown,2.0,653.0
24,KMS Enlight Co Inc,Soft Peaks,Ltd Service Food Establishment,,25 ALEXANDER ST,Vancouver,Downtown,8.0,718.0
24,Via Tevere Pizzeria Napoletana Ltd,Straight Outta Brooklyn,Ltd Service Food Establishment,,350 ROBSON ST,Vancouver,Downtown,12.0,653.0
24,Subway,Subway,Ltd Service Food Establishment,,5698 MAIN ST,Vancouver,Riley Park,3.0,653.0
24,Thi Ngoc Ha Nguyen,Qieu Cafe,Ltd Service Food Establishment,,628 ABBOTT ST,Vancouver,Downtown,2.0,653.0
24,Subway,Subway,Ltd Service Food Establishment,,1696 SALT ST,Vancouver,Mount Pleasant,8.0,718.0
24,Subway,Subway,Ltd Service Food Establishment,,683 ABBOTT ST,Vancouver,Downtown,10.0,653.0
24,1033029 BC Ltd,Pick & Chews,Ltd Service Food Establishment,,407A Suite 1055 DUNSMUIR ST,Vancouver,Downtown,3.0,653.0
24,Mi Ra Kwon (Mi Kwon),Sushi Coen,Ltd Service Food Establishment,,1306 BURRARD ST,Vancouver,Downtown,3.0,653.0
24,Batard Boulangerie Ltd,Batard Bakery,Ltd Service Food Establishment,,3958 FRASER ST,Vancouver,Kensington-Cedar Cottage,20.0,653.0
24,Thai Basil,,Ltd Service Food Establishment,,3271 W BROADWAY,Vancouver,Kitsilano,11.0,653.0
24,Dewan-e-Khass Restaurant Inc,,Ltd Service Food Establishment,,5750 FRASER ST,Vancouver,Sunset,7.0,653.0
24,Al-Hadbah Mediterranean Food Ltd,Al-Hadbah Donair,Ltd Service Food Establishment,,105 Unit 1610 ROBSON ST,Vancouver,West End,3.0,653.0
24,Prado Cafe Ltd,Prado Cafe,Ltd Service Food Establishment,,100 W HASTINGS ST,Vancouver,Downtown,4.0,653.0
24,(Salwan Fadhooli),Marvin Ivan Cafe,Ltd Service Food Establishment,,1156 DENMAN ST,Vancouver,West End,3.0,653.0
24,Dinh Thang Lam (Dinh Lam),Cafe Dang Anh,Ltd Service Food Establishment,,5186 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,4.0,653.0
24,Sushi Wow Restaurant Ltd,Sushi Wow,Ltd Service Food Establishment,,8273 GRANVILLE ST,Vancouver,Marpole,11.0,653.0
24,Jtrading Enterprises Ltd,,Ltd Service Food Establishment,,142 W CORDOVA ST,Vancouver,Downtown,5.0,1396.0
24,JVLEE Enterprise Inc,,Ltd Service Food Establishment,,6115 FRASER ST,Vancouver,Sunset,6.0,653.0
24,Cineplex Entertainment Limited Partnership,Cineplex Cinemas Marine Gateway & VIP,Ltd Service Food Establishment,,452 SW MARINE DRIVE,Vancouver,Marpole,150.0,653.0
24,Cobs Bread,Cobs Bread,Ltd Service Food Establishment,,2924 MAIN ST,Vancouver,Mount Pleasant,19.0,653.0
24,Thi Kim Trang Le (Thi Le),Pho Win Vietnamese Restaurant,Ltd Service Food Establishment,,2138 E HASTINGS ST,Vancouver,Grandview-Woodland,1.0,653.0
24,Tokyo John Enterprises Ltd,Tokyo John Sushi,Ltd Service Food Establishment,,3365 CAMBIE ST,Vancouver,South Cambie,11.0,653.0
24,Basil Garden Restaurant Ltd,Basil Garden Restaurant,Ltd Service Food Establishment,,2889 E BROADWAY,Vancouver,Hastings-Sunrise,5.0,653.0
24,Maiko Robelle Behr (Maiko Behr),SABI Tea Arts,Ltd Service Food Establishment,,3675 W 16TH AV,Vancouver,Kitsilano,1.0,653.0
24,Moon Holdings Ltd,Pokerrito,Ltd Service Food Establishment,,558 DUNSMUIR ST,Vancouver,Downtown,19.0,653.0
24,Cobs Bread,Cobs Bread,Ltd Service Food Establishment,,1702 ROBSON ST,Vancouver,West End,12.0,653.0
24,Tim Hortons,Tim Hortons #7628,Ltd Service Food Establishment,,110 Unit 1130 W PENDER ST,Vancouver,Downtown,4.0,653.0
24,PH & RL Enterprises Inc,Yui Japanese Restaurant,Ltd Service Food Establishment,,102 Unit 1185 W GEORGIA ST,Vancouver,Downtown,2.0,653.0
24,Sung Han Kim & Jung Sun Um,Cafe Rosemary,Ltd Service Food Establishment,,1497 FRANKLIN ST,Vancouver,Grandview-Woodland,5.0,653.0
24,Purdys Chocolatier,Purdys Chocolatier,Ltd Service Food Establishment,,2368 CAMBIE ST,Vancouver,Mount Pleasant,5.0,653.0
24,1074173 BC Ltd,Polonia Sausage,Ltd Service Food Establishment,,4286 FRASER ST,Vancouver,Kensington-Cedar Cottage,4.0,653.0
24,J Mack Food Services Inc,Flaming Wok,Ltd Service Food Establishment,,FC-01 Unit 701 W GEORGIA ST,Vancouver,Downtown,12.0,718.0
24,Donair Dude,Donair Dude,Ltd Service Food Establishment,,3209 W BROADWAY,Vancouver,Kitsilano,18.0,653.0
24,Happy Lemon Holding Ltd,Happy Lemon,Ltd Service Food Establishment,,1188 ROBSON ST,Vancouver,West End,4.0,718.0
24,Marutama Food Services Ltd,Maruhachi Gaiden,Ltd Service Food Establishment,,2858 MAIN ST,Vancouver,Mount Pleasant,18.0,653.0
24,Ngoc Hoang Vu (Tomeo) (Ngoc Vu),Crackle Creme,Ltd Service Food Establishment,,245 UNION ST,Vancouver,Strathcona,4.0,653.0
24,CiCi Food and Beverage Services Corp,CoCo Fresh Tea & Juice,Ltd Service Food Establishment,,491 SW MARINE DRIVE,Vancouver,Marpole,4.0,653.0
24,ZHS Development Ltd,PappaRoti,Ltd Service Food Establishment,,193 KEEFER PLACE,Vancouver,Downtown,5.0,653.0
24,Dorsa Holdings Inc,Afra On Main,Ltd Service Food Establishment,,3046 MAIN ST,Vancouver,Mount Pleasant,5.0,653.0
24,Juice Truck Enterprises Ltd,,Ltd Service Food Establishment,,1022 MAINLAND ST,Vancouver,Downtown,8.0,653.0
24,L & K Creative Innovation Ltd,La Petite Cuillere,Ltd Service Food Establishment,,55 KINGSWAY,Vancouver,Mount Pleasant,5.0,718.0
24,Yuan Qi Enterprises Ltd,Boulevard Cafe,Ltd Service Food Establishment,,6292 EAST BOULEVARD,Vancouver,Kerrisdale,3.0,653.0
24,JY Industrial Corporation Ltd,Presotea,Ltd Service Food Establishment,,H034 Unit 777 DUNSMUIR ST,Vancouver,Downtown,6.0,718.0
24,A&W Restaurant,A&W Main St,Ltd Service Food Establishment,,110 Unit 1399 MAIN ST,Vancouver,Downtown,20.0,653.0
24,Kishu River Restaurant Ltd,Kishu River Japanese Restaurant,Ltd Service Food Establishment,,234 Unit 1055 W GEORGIA ST,Vancouver,Downtown,3.0,653.0
24,The Vancouver Soap Dispensary Inc,The Soap Dispensary and Kitchen Staples,Ltd Service Food Establishment,,3718 MAIN ST,Vancouver,Riley Park,14.0,718.0
24,K D R H Enterprises Ltd,Beanstalk Bistro,Ltd Service Food Establishment,,270 Unit 1496 CARTWRIGHT ST,Vancouver,Fairview,2.0,653.0
24,1127071 BC Ltd,Hula Poke,Ltd Service Food Establishment,,FC14 Unit 701 W GEORGIA ST,Vancouver,Downtown,8.0,653.0
24,Moon Holdings #2 Ltd,Pokerrito,Ltd Service Food Establishment,,991 HORNBY ST,Vancouver,Downtown,8.0,653.0
24,Triple T Collection Corp,Bubble Waffle Cafe (Harbour Centre),Ltd Service Food Establishment,,FC 04 Unit 555 W HASTINGS ST,Vancouver,Downtown,4.0,718.0
24,Glory Juice Co,Glory Juice Yaletown,Ltd Service Food Establishment,,437 DAVIE ST,Vancouver,Downtown,6.0,653.0
24,Perverted Ventures Ltd,Perverted Ice Cream,Ltd Service Food Establishment,,797 THURLOW ST,Vancouver,West End,7.0,718.0
24,Bovyne Restaurant Group Inc,Bovine Rice Bowls,Ltd Service Food Establishment,,118 Unit 1050 W PENDER ST,Vancouver,Downtown,7.0,653.0
24,Ba Le Deli & Bakery Ltd,Ba Le,Ltd Service Food Establishment,,691 E BROADWAY,Vancouver,Mount Pleasant,13.0,718.0
24,1149654 BC Ltd,Mango Junction Pizza,Ltd Service Food Establishment,,244 Unit 1055 W GEORGIA ST,Vancouver,Downtown,2.0,653.0
24,Star of Orient Trading Ltd,Chuan Yue Chinese Restaurant,Ltd Service Food Establishment,,8329 OAK ST,Vancouver,Marpole,2.0,653.0
24,Maxim's Bakery Ltd,Maxim's Bakery,Ltd Service Food Establishment,,5613 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,40.0,653.0
24,Yum Ice Creamery And Sweet Shop Ltd,Yum Sweet Shop,Ltd Service Food Establishment,,4150 MAIN ST,Vancouver,Riley Park,4.0,718.0
24,Sandhu Food Service Ltd,White Spot,Ltd Service Food Establishment,,407B Unit 1055 DUNSMUIR ST,Vancouver,Downtown,6.0,718.0
24,1141288 BC Ltd,OPA Souvlaki of Greece,Ltd Service Food Establishment,,FC12 Unit 701 W GEORGIA ST,Vancouver,Downtown,8.0,653.0
24,Bean Around the World,Bean Around The World,Ltd Service Food Establishment,,2977 GRANVILLE ST,Vancouver,Fairview,8.0,653.0
24,Sahel Market And Restaurant Ltd,,Ltd Service Food Establishment,,3207 W BROADWAY,Vancouver,Kitsilano,2.0,653.0
24,DL Chicken Shack Inc,Down Low Chicken Shack,Ltd Service Food Establishment,,905 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,22.0,653.0
24,Kawayan Food Corp,Pampanga's Cuisine,Ltd Service Food Establishment,,5179 JOYCE ST,Vancouver,Renfrew-Collingwood,6.0,653.0
24,Ongba Vietnamese Eatery Ltd,Ongba Vietnamese Eatery,Ltd Service Food Establishment,,976 DENMAN ST,Vancouver,West End,14.0,653.0
24,Kimauro Hospitality Ltd,,Ltd Service Food Establishment,,3 Unit 701 KINGSWAY,Vancouver,Kensington-Cedar Cottage,8.0,653.0
24,Mink Chocolates Inc,,Ltd Service Food Establishment,,111 Unit 8410 ONTARIO ST,Vancouver,Sunset,1.0,653.0
24,1162396 BC Ltd,Hainanese Chicken House,Ltd Service Food Establishment,,6 Unit 530 HORNBY ST,Vancouver,Downtown,3.0,653.0
24,El-Shaddai Pizza Corp,Fresh Slice Pizza,Ltd Service Food Establishment,,663 ABBOTT ST,Vancouver,Downtown,5.0,653.0
24,Karakoram Restaurant Inc,,Ltd Service Food Establishment,,6990 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,10.0,653.0
24,Westend Falafel Inc,Best Falafel,Ltd Service Food Establishment,,1859 W 4TH AV,Vancouver,Kitsilano,8.0,653.0
24,Fukuya Enterprise Company Ltd,Akira Sushi,Ltd Service Food Establishment,,1069 DENMAN ST,Vancouver,West End,15.0,718.0
24,BME Foods Ltd,Jugo Juice,Ltd Service Food Establishment,,FC-03A Unit 701 W GEORGIA ST,Vancouver,Downtown,6.0,718.0
24,CQ Commercial Inc,,Ltd Service Food Establishment,,1382 KINGSWAY,Vancouver,Kensington-Cedar Cottage,6.0,718.0
24,Mark J Townsend (Mark Townsend),Bon Crepe,Ltd Service Food Establishment,,1240 Robson,Vancouver,West End,3.0,653.0
24,Gaayathre Food Industry Ltd,Fresh Slice Pizza,Ltd Service Food Establishment,,498 SW MARINE DRIVE,Vancouver,Marpole,5.0,653.0
24,Un-Jai Restaurant Inc,,Ltd Service Food Establishment,,2351 BURRARD ST,Vancouver,Kitsilano,7.0,653.0
24,1181435 BC Ltd,Food Republic,Ltd Service Food Establishment,,488 ROBSON ST,Vancouver,Downtown,3.0,718.0
24,TopGain Catering Ltd,Yi Fang Fruit Tea,Ltd Service Food Establishment,,2112 W 41ST AV,Vancouver,Kerrisdale,15.0,653.0
24,1179041 BC Ltd,Papa Day's Pizza & Indian Cuisine,Ltd Service Food Establishment,,6483 KNIGHT ST,Vancouver,Sunset,3.0,718.0
24,1188291BC Ltd,Umi Sushi Express,Ltd Service Food Establishment,,R020 Unit 200 BURRARD ST,Vancouver,Downtown,7.0,718.0
24,6474667 Canada Inc,Tartine Bread & Pies,Ltd Service Food Establishment,,770 BEACH AV,Vancouver,Downtown,19.0,653.0
24,Khanh Hoa Deli Company Ltd,,Ltd Service Food Establishment,,3913 KNIGHT ST,Vancouver,Kensington-Cedar Cottage,2.0,718.0
24,Fufu Souffle Pancake Cafe Ltd,,Ltd Service Food Establishment,,1266 W BROADWAY,Vancouver,Fairview,8.0,653.0
24,1138253 BC Ltd,Caffe La Tana,Ltd Service Food Establishment,,635 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,10.0,718.0
24,Oh Sweet Day! Bake Shop Inc,,Ltd Service Food Establishment,,1706 E 1ST AV,Vancouver,Grandview-Woodland,6.0,653.0
24,Domino's Pizza,Domino's Pizza,Ltd Service Food Establishment,,1138 GRANVILLE ST,Vancouver,Downtown,6.0,653.0
24,Roast King Fast Food Inc,,Ltd Service Food Establishment,,5755 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,5.0,653.0
24,1206883 BC Ltd,Taishoken Ramen,Ltd Service Food Establishment,,515 ABBOTT ST,Vancouver,Downtown,8.0,653.0
24,1208590 BC Ltd,Baroness,Ltd Service Food Establishment,,2790 W BROADWAY,Vancouver,Kitsilano,4.0,653.0
24,Milk & Honey Cafe Inc,,Ltd Service Food Establishment,,7743 CHAMPLAIN CRESCENT,Vancouver,Killarney,4.0,653.0
24,Solodko Ukrainian Bakery Inc,Kozak Homemade Ukrainian Food,Ltd Service Food Establishment,,5077 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,5.0,653.0
24,Chai69 Cafe Ltd,CHAI69,Ltd Service Food Establishment,,123 Unit 370 E BROADWAY,Vancouver,Mount Pleasant,3.0,653.0
24,The Pizza Castle Restaurant Ltd,,Ltd Service Food Establishment,,1110 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,5.0,718.0
24,1397864 Alberta Inc,Marble Slab Creamery,Ltd Service Food Establishment,,103 Unit 1184 DENMAN ST,Vancouver,West End,3.0,653.0
24,Body Energy Club,Body Energy Club,Ltd Service Food Establishment,,29 Unit 601 W CORDOVA ST,Vancouver,Downtown,16.0,653.0
24,1198063 BC Ltd,CoCo Fresh Tea & Juice,Ltd Service Food Establishment,,655 W PENDER ST,Vancouver,Downtown,7.0,653.0
24,Mamma Mia Cafe Inc,Deja Brew Coffee House,Ltd Service Food Establishment,,160 Unit 943 W BROADWAY,Vancouver,Fairview,5.0,653.0
24,Bluesy Bubbles Cafe Inc,Bubble Word Tea House,Ltd Service Food Establishment,,1325 ROBSON ST,Vancouver,West End,10.0,653.0
24,Red Burrito Ltd,,Ltd Service Food Establishment,,2328 CAMBIE ST,Vancouver,Mount Pleasant,5.0,653.0
24,Freshii,Freshii,Ltd Service Food Establishment,,1291 HOWE ST,Vancouver,Downtown,6.0,653.0
24,VGH - Salad Bar Ltd,Salad Loop,Ltd Service Food Establishment,,110 Unit 2775 LAUREL ST,Vancouver,Fairview,4.0,718.0
24,Juice Truck Enterprises Ltd,The Juice Truck,Ltd Service Food Establishment,,510 W 8TH AV,Vancouver,Fairview,9.0,653.0
24,Moki's Pizza Limited,,Ltd Service Food Establishment,,4027 MACDONALD ST,Vancouver,Arbutus-Ridge,2.0,653.0
24,Vitavilla Food & Beverage Corp,,Ltd Service Food Establishment,,2708 W 4TH AV,Vancouver,Kitsilano,2.0,653.0
24,B&T Foodies Restaurant Ltd,Eat Sushi,Ltd Service Food Establishment,,114 Unit 2800 E 1st Ave,Vancouver,Hastings-Sunrise,9.0,718.0
24,Japan Foodtech Inc,Mr Japanese Curry,Ltd Service Food Establishment,,446 W 8TH AV,Vancouver,Mount Pleasant,5.0,653.0
24,Irene and Ian Food Inc,Yanaki Sushi,Ltd Service Food Establishment,,816 W 6TH AV,Vancouver,Fairview,7.0,653.0
24,Solo Pasta Ltd,Solo Pasta,Ltd Service Food Establishment,,8620 GRANVILLE ST,Vancouver,Marpole,5.0,653.0
24,Remi Ho's Desserts Inc,Remi Patisserie,Ltd Service Food Establishment,,109 Unit 511 W 7TH AV,Vancouver,Fairview,6.0,653.0
24,T&D Fine Deli Limited,Bonjour Banh Mi,Ltd Service Food Establishment,,5556 CAMBIE ST,Vancouver,Riley Park,5.0,653.0
24,Aspen Foods Ltd,,Ltd Service Food Establishment,,2857 W BROADWAY,Vancouver,Kitsilano,6.0,653.0
24,Delhi Fusion Indian Cuisine Ltd,,Ltd Service Food Establishment,,1859 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,6.0,653.0
24,1198060 BC Ltd,CoCo Fresh Tea & Juice,Ltd Service Food Establishment,,3275 KINGSWAY,Vancouver,Renfrew-Collingwood,9.0,653.0
24,Shawarma Cafe Ltd,,Ltd Service Food Establishment,,1412 E 49TH AV,Vancouver,Victoria-Fraserview,5.0,653.0
24,Subway,Subway Restaurant,Ltd Service Food Establishment,,820 THURLOW ST,Vancouver,West End,15.0,653.0
24,Donair Dude,Donair Dude,Ltd Service Food Establishment,,2450 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,6.0,653.0
24,DCS Fitness & Martial Arts Ltd,DCS Diaz Combat Sports,Ltd Service Food Establishment,,276 E PENDER ST,Vancouver,Strathcona,30.0,653.0
24,Mon Pitou Bistro and Bakery Ltd,,Ltd Service Food Establishment,,1387 W 7TH AV,Vancouver,Fairview,7.0,653.0
24,1279283 BC Ltd,Panne Rizo Gluten Free Bakery,Ltd Service Food Establishment,,4 Unit 1939 CORNWALL AV,Vancouver,Kitsilano,2.0,718.0
24,Sebastian & Co Fine Meats Ltd,,Ltd Service Food Establishment,,1299 HOWE ST,Vancouver,Downtown,6.0,653.0
